0.192157 0.192157 0.160784 1
0.223529 0.223529 0.160784 1
0.223529 0.258824 0.192157 1
0.258824 0.258824 0.192157 1
0.258824 0.258824 0.192157 1
0.258824 0.258824 0.223529 1
0.258824 0.290196 0.223529 1
0.258824 0.290196 0.223529 1
0.290196 0.290196 0.223529 1
0.290196 0.290196 0.223529 1
0.258824 0.258824 0.223529 1
0.258824 0.258824 0.223529 1
0.290196 0.258824 0.223529 1
0.290196 0.290196 0.223529 1
0.290196 0.290196 0.223529 1
0.321569 0.321569 0.258824 1
0.321569 0.321569 0.258824 1
0.352941 0.321569 0.258824 1
0.352941 0.352941 0.290196 1
0.352941 0.352941 0.290196 1
0.0627451 0.870588 0.905882 0
0.0313726 0.870588 0.870588 0
0.0313726 0.870588 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.870588 0.839216 0
0.0313726 0.905882 0.839216 0
0.0313726 0.905882 0.839216 0
0.0313726 0.937255 0.839216 0
0.0313726 0.905882 0.807843 0
0.0313726 0.870588 0.807843 0
0.0627451 0.870588 0.807843 0
0.129412 0.968627 0.905882 0
0.0941176 0.839216 0.807843 0
0 0.482353 0.482353 0
0.0313726 0.870588 0.870588 0
0.0313726 0.870588 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.870588 0.807843 0
0.0313726 0.870588 0.807843 0
1 1 0.937255 1
1 1 0.937255 1
1 1 0.937255 1
1 1 0.937255 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.937255 1
0.321569 0.290196 0.160784 1
0.321569 0.290196 0.160784 1
0.321569 0.258824 0.129412 1
0.290196 0.258824 0.129412 1
0.321569 0.290196 0.129412 1
0.321569 0.290196 0.160784 1
0.321569 0.290196 0.160784 1
0.321569 0.321569 0.160784 1
0.258824 0.258824 0.129412 1
0.258824 0.258824 0.129412 1
0.321569 0.321569 0.192157 1
0.290196 0.321569 0.192157 1
0.321569 0.290196 0.160784 1
0.321569 0.290196 0.160784 1
0.290196 0.258824 0.129412 1
0.290196 0.258824 0.129412 1
0.290196 0.258824 0.129412 1
0.321569 0.290196 0.160784 1
0.321569 0.290196 0.160784 1
0.290196 0.290196 0.129412 1
0.258824 0.223529 0.0941176 1
0.258824 0.223529 0.129412 1
0.258824 0.258824 0.129412 1
0.258824 0.258824 0.129412 1
0.223529 0.223529 0.0941176 1
0.223529 0.223529 0.0941176 1
0.223529 0.223529 0.0941176 1
0.223529 0.223529 0.129412 1
0.258824 0.258824 0.129412 1
0.223529 0.223529 0.129412 1
0.223529 0.223529 0.129412 1
0.258824 0.258824 0.160784 1
0.290196 0.290196 0.160784 1
0.321569 0.321569 0.192157 1
0.290196 0.290196 0.160784 1
0.258824 0.258824 0.129412 1
0.258824 0.258824 0.129412 1
0.290196 0.258824 0.129412 1
0.290196 0.258824 0.160784 1
0.290196 0.290196 0.129412 1
0.0313726 0.937255 0.807843 0
0.0313726 0.937255 0.807843 0
0.0627451 0.937255 0.807843 0
0.0313726 0.937255 0.776471 0
0.0627451 0.905882 0.776471 0
0.0627451 0.870588 0.709804 0
0.0313726 0.870588 0.870588 0
0.0313726 0.870588 0.905882 0
0 0.870588 0.870588 0
0.0313726 0.870588 0.905882 0
0.0313726 0.870588 0.870588 0
0.0313726 0.905882 0.905882 0
0.0313726 0.870588 0.870588 0
0.0313726 0.870588 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.905882 0.870588 0
1 1 0.647059 1
1 0.968627 0.611765 1
1 1 0.611765 1
1 1 0.611765 1
1 1 0.647059 1
1 1 0.647059 1
1 1 0.678431 1
1 1 0.647059 1
1 0.968627 0.580392 1
1 1 0.647059 1
1 1 0.647059 1
1 0.937255 0.54902 1
0.870588 0.776471 0.419608 1
0.905882 0.776471 0.419608 1
0 0.0156863 0.00392157 0
0 0.0156863 0.00392157 0
0 0.0156863 0.00392157 0
0 0.0156863 0.00392157 0
0 0.0156863 0.00392157 0
0.968627 0.839216 0.45098 1
0.968627 0.807843 0.45098 1
0.937255 0.776471 0.419608 1
0.905882 0.776471 0.388235 1
1 0.839216 0.45098 1
1 0.968627 0.54902 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 1 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.968627 1
1 1 0.937255 1
1 1 0.937255 1
1 1 0.905882 1
1 1 0.905882 1
1 1 0.937255 1
1 1 0.937255 1
1 1 0.937255 1
1 1 0.968627 1
1 1 0.968627 1
0 0.870588 0.870588 0
0.0313726 0.870588 0.870588 0
0.0313726 0.905882 0.905882 0
0 0.870588 0.870588 0
0.0313726 0.905882 0.870588 0
0.0313726 0.905882 0.870588 0
0 0.870588 0.839216 0
0 0.870588 0.807843 0
0.0313726 0.905882 0.839216 0
